נתיב,תפקיד משוער לפי קבוצה ותוכן,בתים,מזהה Git,SHA256,סוג,כיסוי,מחלקות ופעולות שחולצו,תלויות שחולצו
.github/workflows/release.yml,הוראות לתהליך אוטומטי בשרת GitHub,6627,321cd2e15a4a86da73d3a67bfe101a10969bae57,f67b30c71ef10e223eda5fb9b4a86bb19aafcafc8a53fa1a6881abd89be5c158,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
.github/workflows/stale-issues.yml,הוראות לתהליך אוטומטי בשרת GitHub,1148,f8622e873996b8b4b582717c378e2ff8e5bcf277,96846b744d411717743143730708aaa8e0066cc9e3a9975b2e5f78c55f3f6e44,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
.github/workflows/winget.yml,הוראות לתהליך אוטומטי בשרת GitHub,1671,0397a44580e9b9f5a94725f1642756f82ecb6cb2,e2bc94039863a295b0838f71bdb1c1a1d62f4c19b4c2774fdfefc2aa65906869,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
.github/workflows/wip.yml,הוראות לתהליך אוטומטי בשרת GitHub,4353,b66d7e0261a0e3d62d49badf3fbcd5d105ee27b7,3d16e51a81a823232f3ee5782ba13634c33981bb07a4708283a61c764c60f178,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
.gitignore,כללים לקבצים שלא ייכנסו ל־Git,1296,e13eaf3f40d85e41cf5fb5bdb0fe24d64e826ad3,e8d68b7bf6442bf71c3202f9c153ecde785c239e129e29bf0300c8416f746af1,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
.gitmodules,כתובות וענפים של מאגרים חיצוניים,1325,babd674f7d138190bec84e2e773715c4ed40bbf4,7f76bcc8c215ba56b4b5481dfb25e85a396f41ebd89d3b9cb92f0707f25ce5c3,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
.pyrevitargs,קובץ שורש: .pyrevitargs; נדרש פירוש לפי תוכנו,76,76ced8a5d0c59a8d181059e34734e0a8e587c9d4,6f7f28314fdf73110c12249ca6805c904a3ca7530e829d85d9f6d43a4ef5fae6,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
.vscode/settings.json,הגדרות סביבת פיתוח,419,80f76076225cc07f91e0d6c867ec8d8dd14326d0,583a0bf644710d0887a16a362fdc15d35e0b9e8601ec4ee7a9475e6627019241,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
.vscode/snippets/python.json,הגדרות סביבת פיתוח,5134,126de1a0bef10828fe04161f5eff07219bddfe46,903996684a78dfbbe5c2f38ffe2a1ca1ef024997cdcb5c2c0836f23962d9d513,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
.vscode/snippets/yaml.json,הגדרות סביבת פיתוח,334,0ec603be3faa0cea7089f02f19e0b02660a42551,f353b6b897cea4865ebd7585f84d4601e5567519f0e0701d08509eef303c5fbd,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
AGENTS.md,הפניה להוראות עבודה לסוכנים,255,989560b28c34785a42e19dee907a88e0626a5b9b,3fd69d3b05d709f05206a0a402c7cf1fcba4427f269c0ad27932197a895b94f7,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
CLAUDE.md,הנחיות לסוכן ותיאור מבנה,7173,7cacf8e4f44b02387070cfaa58806457ccdd0272,2d9cabc444ede8e182dd9091d35c8d94f97e70215563b28bd8074b386736bec1,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
CODE_OF_CONDUCT.md,קובץ שורש: CODE_OF_CONDUCT.md; נדרש פירוש לפי תוכנו,3352,ba04eee1ffc1d102993e1631f679af47b01797c6,96f8c8b3a1097326e36acda08aa5592c01bba0455fb8d8c83b5a595c7de075bb,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
CONTRIBUTING.md,הפניה להוראות תרומה,249,8ce9df62429c08de870db765f8601b4b4cc7b002,aa027a32a72302b9dd385abccb6f4ed08d672dd8e47dfa7cb7feea4472ad3f7d,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
CREDITS.md,קובץ שורש: CREDITS.md; נדרש פירוש לפי תוכנו,63,8b99a3f6ca5826ebde51159c0837226f708ce9f9,0d554eef9da928eea4104e4c7341ceef5afc0209f9912d46addb33eef31e72fe,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
LICENSE.rtf,נוסח רישיון בפורמט מסמך,40358,210e8a325f7cd643977ec3189635c6c55a682720,a348e35edada9240ed21b1249e79be20ddac0184714773c7d0b02b7156fc642c,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
LICENSE.txt,תנאי רישיון המקור,35142,733c072369ca77331f392c40da7404c85c36542c,d62f065830aa3739cc031156b9690805c7b2e811b4a178c8b4acd8725d561c94,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
Pipfile,תלויות סביבת פיתוח Python,629,2a31854fe3fe9e4119ea1936455d5a0f5f48092d,89c95459e26b7ae570be95acb86cce1776c42806ff6b2a93266aa9fa1fecda9b,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
Pipfile.lock,גרסאות תלויות נעולות של סביבת הפיתוח,73751,bb4ab0c5d6d4a21854eaa49a9ce96c5445a71abf,dd20212bb5de48a5d06ca549cd8754f2570ef8ce59e3dc03ead8c62232c4790e,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
README.md,דף ההסבר הראשי,23323,6355bf1ee2003e78ade2cab5e4108238ce8750d6,326dc74c9f6a5f61f9ec69ccfa31657d198998e31540d2f409dab7df8035130c,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
SECURITY.md,מדיניות דיווח אבטחה,1078,3241dc45b77c8bc293ecf9d9dcd3f3dcb944a8f2,726d2eae4dd7eead20b9a2d5229c878e3d04f13ffd731ca7a8b707c522c421e9,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
build/Build.csproj,"הגדרת פרויקט, תלויות ויעדי בנייה של C#",1153,50b367931337e720579749c2997270e66427e89b,251317e3ba8763d327a3973460d272ae88866389288e554ef8407fa2836ec0dc,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
build/Helpers/AutocompleteGenerator.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",6332,b16b14b6bf5949dfed4c76b06462cb4910e2c86a,9e649a751e2162bb65457ff90a57f60b5294e341cea6a78682146b6d86d56303,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,AutocompleteGenerator; GoCommand,System.Text; System.Text.RegularExpressions
build/Helpers/CommonCopyHelper.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",617,93c41c94d08c0cb75a521c9bd26a24d30a957f2e,e5184be1dbb902e973f3ceb0785098eec8e5e07f01a3718ec09f0c1285977eb9,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,CommonCopyHelper,
build/Helpers/DotNetBuildHelper.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",1598,c07028a35397f3adb9a2e1bbf10d21500373243f,04080e3715bef814887122e03677620a98bf31073414ac015312fc476ec1ebb3,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,DotNetBuildHelper,ModularPipelines.Context; ModularPipelines.Models; ModularPipelines.Options
build/Helpers/FileLockHelper.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",531,2b1b550fccf3ffdf95d273e6908ffa3bc4a657d6,a9cf1bf2a5436cc20decd97e719f2335bfa376b01c954f160c225c846657c9ad,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,FileLockHelper,
build/Helpers/GitHubRepositoryHelper.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",1700,4cf4fdfbd54ae9b5ebb7f5d594799cc8132ce2ea,b607078141a7e058f36a4bb3c55b56f60c24f3190bc918e78538407f42047eb4,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,GitHubRepositoryHelper,Build.Options; Microsoft.Extensions.Options
build/Helpers/IssueReferenceHelper.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",444,ff01a3466ff060b08855e658c332886bd9dcd786,336ed72474b6fdf21a5492d30d62a70a7371df1cef0219fcb69f6c10b05c8d73,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,IssueReferenceHelper,System.Text.RegularExpressions
build/Helpers/ProductDataHelper.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",2365,13ee8a74809588d0f28201679fb996b41bbf082d,e6980f095c0b782a00841486df0b1303aa07fd412c154fdfc673efdca05f7f9d,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,ProductDataHelper,System.Text.Encodings.Web; System.Text.Json; Build.Models
build/Helpers/PyRevitPaths.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",8210,b1a06cc0a5f78a7ac13cb3cc085cf89140db8cfc,c0753b3210a7161dd1f102f8a50b2f54ba2c876260932de3793368301c6b8a8b,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,PyRevitPaths,
build/Helpers/SigningHelper.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",4522,d22056bd9a5898305fe16c350ddb317fb0539b59,555d89ac8c1e85713dc0df6d48c93affa0e7435057f0e6c9036959c1b5c5ba50,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,SigningHelper,Build.Options; ModularPipelines.Context; ModularPipelines.Models; ModularPipelines.Options
build/Helpers/SkipDecisions.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",2148,1b19c3bfbcdeaadbb5e7fb4a0bc10b1187fe230f,5e3eb3eeb1f2c6cc0e70e0a6e56948dcc1806ef626acf769040c185d51a7c60e,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,SkipDecisions,Build.Options; Microsoft.Extensions.Options; ModularPipelines.Configuration; ModularPipelines.Models
build/Helpers/ToolResolutionHelper.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",5033,cbd9f0ce0349bc7e539b693af2434335d807678b,4b11c97d101a04ee81f00b11cd1fda94f828ff9b75dcf2e80a07e5c684f56ed3,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,ToolResolutionHelper,System.Diagnostics
build/Helpers/VersionHelper.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",4725,d449c6f10ace6ba28e4376bbf8dfbce39e5565a2,4fe73c98a23eca4548021299f5573ade2ccd02fd6c00bdb4addc15532603bde8,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,VersionHelper,System.Text.RegularExpressions; Build.Helpers; Build.Models
build/Helpers/WingetManifestHelper.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",1649,1b8ea00e2193d8f147dbf12effd0e8ee0cdbbbea,67073c3424bd2441dddbe8c898f69d976e12759dbfbb32d721eafea4fc45dea6,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,WingetManifestHelper,
build/Helpers/XmlHelper.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",1921,778cdf689ce7baa94dd346869c48376e5fc6facb,f1bdef0b4592d1699705fbc3dcf037bc507bf75ea281ce44c03964bc7cc02d0f,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,XmlHelper,System.Xml.Linq
build/Models/ProductRecord.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",138,503cfcb9a441f1926c7c8a5bc2c0cd40523fa8b9,31c8c64f3e4ebbff41c7ae75946f4e0c7f48223440de25035981959d76dfd9c4,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
build/Models/VersionInfo.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",160,cf1284871d6da73ad829cbce72956cc019e12514,9ad67269ee3fac40103d0c5ead5cbbdf7f63378800cde2950fa036e97d6f4744,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,,
build/Modules/BuildAutocompModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",1577,56a29996ba6698c40b488b2c228fe1081d72b511,44152609b9d95b7cff5f644b883d929f0c600ec8d4561486978f4aaf51f2ae7f,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,BuildAutocompModule,Build.Helpers; ModularPipelines.Attributes; ModularPipelines.Context; ModularPipelines.Models; ModularPipelines.Modules; ModularPipelines.Options
build/Modules/BuildChocoModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",2559,d4a362493a5ce87f6e1c962a1a1f50906bcda390,66ea3fce73ca980de6209e4f2d8bef80273a2d480b55dc43185a1a4104b2b87c,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,BuildChocoModule,System.Security.Cryptography; System.Text.RegularExpressions; Build.Helpers; ModularPipelines.Attributes; ModularPipelines.Context; ModularPipelines.Models; ModularPipelines.Modules; ModularPipelines.Options
build/Modules/BuildInstallersModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",1538,569dcc68552548c2653615b892acb02ea3f3ff7b,c08a5e6ce5bc0c831b3de0175156a42b114c4a226363df77e60c883ba6cd125c,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,BuildInstallersModule,Build.Helpers; Build.Models; ModularPipelines.Attributes; ModularPipelines.Context; ModularPipelines.Models; ModularPipelines.Modules; ModularPipelines.Options
build/Modules/BuildIronPythonDepsModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",2036,0ebcce6ec7dcd4da72d66bce176e37065969ab6d,5536b6c79519c19d9d801079008147f0dfb0b165bc1da61b2c6b788feec5fd7c,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,BuildIronPythonDepsModule,Build.Helpers; Build.Options; Microsoft.Extensions.Options; ModularPipelines.Attributes; ModularPipelines.Context; ModularPipelines.Modules
build/Modules/BuildLabsModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",3083,80f29f84d1f9fed70fdf601ad14f17218a6924c4,2086a23a64834b052a2c20dae0c5c13f92e497086d08e5d92a6bb8fdb58f62b8,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,BuildLabsModule,Build.Helpers; Build.Options; Microsoft.Extensions.Options; ModularPipelines.Attributes; ModularPipelines.Context; ModularPipelines.DotNet.Extensions; ModularPipelines.Models; ModularPipelines.Modules; ModularPipelines.Options
build/Modules/BuildLoadersModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",871,b9af960949268c72a5e6bdf7fb69657320a00339,003fcdd9bf39293d3b70a75d4469bd91fbb6d0211237774d56918ea61e853b49,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,BuildLoadersModule,Build.Helpers; Build.Options; Microsoft.Extensions.Options; ModularPipelines.Attributes; ModularPipelines.Context; ModularPipelines.Modules
build/Modules/BuildRunnersModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",1049,ed2b7acc958cb53f414acb6d7e13df6dcad9be54,262b91ed7d1fa65d0e5aab7c11190e2319d5fd295464d112deb4469318226a3f,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,BuildRunnersModule,Build.Helpers; Build.Options; Microsoft.Extensions.Options; ModularPipelines.Attributes; ModularPipelines.Context; ModularPipelines.Modules
build/Modules/BuildRuntimeModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",1068,e5c92a0b61cac03a2d0f9f5839cb357e466d7cd8,7d656edd1b05d0e530292f16340b6bcd7671f796053a33b7c58ba7703aed384f,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,BuildRuntimeModule,Build.Helpers; Build.Options; Microsoft.Extensions.Options; ModularPipelines.Attributes; ModularPipelines.Context; ModularPipelines.DotNet.Extensions; ModularPipelines.DotNet.Options; ModularPipelines.Modules
build/Modules/CheckDeployLocksModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",1344,465423ea83176871f62bae2c64dfc45df50f0349,99d18c8a693064fa9fc991794ee44abeb0e8f0b9123ca0449843c76a9b8474d6,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,CheckDeployLocksModule,System.Diagnostics; Build.Helpers; ModularPipelines.Attributes; ModularPipelines.Context; ModularPipelines.Modules
build/Modules/CheckEnvironmentModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",1322,423514b600e6f8fe0af92641e821751ab99efe8f,01f7efa77809cbc7292bc57398b2567342269de3ed8f44eacbf3a944e7866e20,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,CheckEnvironmentModule,Build.Helpers; Build.Options; Microsoft.Extensions.Options; ModularPipelines.Context; ModularPipelines.Modules
build/Modules/GenerateReleaseNotesModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",10058,811e578e375841c430e14984ff2fd8cffc98bf95,565a68858dd8319bc4f655460d3a7ddaa40915dc628952efb54c9603c4f23597,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,GenerateReleaseNotesModule; ChangeEntry,System.Text; Build.Helpers; Build.Models; ModularPipelines.Attributes; ModularPipelines.Context; ModularPipelines.Git.Extensions; ModularPipelines.Git.Options; ModularPipelines.GitHub.Attributes; ModularPipelines.GitHub.Extensions; ModularPipelines.Modules; ModularPipelines.Options; Octokit
build/Modules/NotifyIssuesModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",8416,883037f1ec6112cb4d31b0154e3289ac6643688e,7372120066af500aa52fc2a2722cf0903effef9b382ea78eeae524cd125de61b,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,NotifyIssuesModule,Build.Helpers; Build.Models; Build.Options; Microsoft.Extensions.Options; ModularPipelines.Attributes; ModularPipelines.Context; ModularPipelines.Git.Extensions; ModularPipelines.Git.Options; ModularPipelines.GitHub.Attributes; ModularPipelines.GitHub.Extensions; ModularPipelines.Modules; ModularPipelines.Options; Octokit; System.Net
build/Modules/PublishChocoModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",2750,2784d5a457918842a90cc5ccce982903ab9844ba,cac7f1e6c418b2942147c422d9e96bf869486a866aa06e38ba51b7da2aff62a7,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,PublishChocoModule,Build.Helpers; Build.Options; Microsoft.Extensions.Options; ModularPipelines.Attributes; ModularPipelines.Context; ModularPipelines.Models; ModularPipelines.Modules; ModularPipelines.Options
build/Modules/PublishGithubReleaseModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",2799,31f19ba8ea9fd05caacf3ec6b88edcb1a699031a,de6816fb255e8aa8ea6c87f71fceba307ff27cd2f0cd1094513853876e667e42,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,PublishGithubReleaseModule,Build.Helpers; Build.Options; EnumerableAsyncProcessor.Extensions; Microsoft.Extensions.Options; ModularPipelines.Attributes; ModularPipelines.Context; ModularPipelines.Git.Extensions; ModularPipelines.GitHub.Attributes; ModularPipelines.GitHub.Extensions; ModularPipelines.Modules; Octokit
build/Modules/PublishWingetModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",5538,5746cc7b44d0ab0f16fc0ac907728bf758e2a910,0896b78acdca0e0572365970fa6d392cf19b1c18ce3c7cc1d8419a3226173357,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,PublishWingetModule,Build.Helpers; Build.Models; Build.Options; Microsoft.Extensions.Options; ModularPipelines.Attributes; ModularPipelines.Context; ModularPipelines.GitHub.Attributes; ModularPipelines.Models; ModularPipelines.Modules; ModularPipelines.Options
build/Modules/ResolveVersioningModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",960,f64cd7a0d5f23cc84af86b882e15e05a4bf08a11,130789a3326e51d2c996cc499dc4310369efdc22704dd874999d9f33cb7e3c63,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,ResolveVersioningModule,Build.Helpers; Build.Models; Build.Options; Microsoft.Extensions.Options; ModularPipelines.Context; ModularPipelines.Modules
build/Modules/RestoreStampedMetadataModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",1399,eae603e1c7e15c1b43aab846eb3b5dda12ebf39f,5ffa5a49df4332abab86873bd6878e450264b33ed74de969771d866fbd80d9f0,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,RestoreStampedMetadataModule,Build.Helpers; ModularPipelines.Context; ModularPipelines.Modules
build/Modules/SeedProductDataModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",465,b50c5ad8a68548428ab3fdd45f154239b2e47e64,a606fc2cd4dc73992e277f6466999aca619bf15553aacafccdda6e58b059d4d7,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,SeedProductDataModule,Build.Helpers; ModularPipelines.Context; ModularPipelines.Modules
build/Modules/SetCopyrightYearModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",1268,d8bdf823b38d956a18c3ee493535d6b280991c9f,abd6265e640d12e0f8bd77ed0c75e4a981db7ee4208c76ed142ca16157ab9660,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,SetCopyrightYearModule,Build.Helpers; Build.Options; Microsoft.Extensions.Options; ModularPipelines.Configuration; ModularPipelines.Context; ModularPipelines.Modules
build/Modules/SetProductDataModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",1939,464aa88728f23127d6ac9e33da528cee0b7d1625,3a670f781070e08397e9b764c3912823af6a29dc4b9187bbfdba4e39a84b1727,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,SetProductDataModule,Build.Helpers; Build.Models; Build.Options; Microsoft.Extensions.Options; ModularPipelines.Attributes; ModularPipelines.Configuration; ModularPipelines.Context; ModularPipelines.Modules
build/Modules/SignBinariesModule.cs,"בניית המוצר, חתימה, אריזה, פרסום ובדיקות עזר",901,83626685e3f8925f8236ad8f0b4b1a8e018b7344,cecd6cf43918ea4abcc85951d01263dbda199e869f0da9c3ae6ac3cf5790653d,text,קריאה מכנית של טקסט; ניתוח עומק אינו מוכח לכל קובץ,SignBinariesModule,Build.Helpers; Build.Options; Microsoft.Extensions.Options; ModularPipelines.Configuration; ModularPipelines.Context; ModularPipelines.Modules
